location,date,age_group,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred
Poland,2021-05-14,80+,58.41,51.79
Poland,2021-05-21,18-24,17.47,4.01
Poland,2021-05-21,25-49,28.78,7.75
Poland,2021-05-21,50-59,45.21,15.61
Poland,2021-05-21,60-69,59.51,21.03
Poland,2021-05-21,70-79,75.4,61.27
Poland,2021-05-21,80+,58.96,53.73
Poland,2021-05-28,18-24,21.29,5.6
Poland,2021-05-28,25-49,32.19,10.09
Poland,2021-05-28,50-59,48.04,23.02
Poland,2021-05-28,60-69,61.29,28.28
Poland,2021-05-28,70-79,76.41,66.59
Poland,2021-05-28,80+,59.45,55.31
Poland,2021-06-04,18-24,26.55,7.12
Poland,2021-06-04,25-49,35.91,13.84
Poland,2021-06-04,50-59,50.66,29.89
Poland,2021-06-04,60-69,63.07,34.84
Poland,2021-06-04,70-79,77.48,70.72
Poland,2021-06-04,80+,59.98,56.59
Poland,2021-06-11,18-24,30.64,9.41
Poland,2021-06-11,25-49,39.09,19.26
Poland,2021-06-11,50-59,53.01,35.26
Poland,2021-06-11,60-69,64.66,42.78
Poland,2021-06-11,70-79,78.47,72.88
Poland,2021-06-11,80+,60.53,57.46
Poland,2021-06-18,18-24,33.41,13.9
Poland,2021-06-18,25-49,41.27,24.54
Poland,2021-06-18,50-59,54.64,39.27
Poland,2021-06-18,60-69,65.82,49.42
Poland,2021-06-18,70-79,79.23,74.35
Poland,2021-06-18,80+,60.98,58.12
Poland,2021-06-25,18-24,35.43,19.26
Poland,2021-06-25,25-49,42.89,29.52
Poland,2021-06-25,50-59,55.87,43.7
Poland,2021-06-25,60-69,66.72,55.53
Poland,2021-06-25,70-79,79.83,75.73
Poland,2021-06-25,80+,61.33,58.74
Poland,2021-07-02,18-24,37.13,23.71
Poland,2021-07-02,25-49,44.26,33.46
Poland,2021-07-02,50-59,56.97,47.52
Poland,2021-07-02,60-69,67.54,59.77
Poland,2021-07-02,70-79,80.39,76.94
Poland,2021-07-02,80+,61.66,59.32
Poland,2021-07-06,18-24,37.64,26.13
Poland,2021-07-06,25-49,44.66,35.33
Poland,2021-07-06,50-59,57.28,49.24
Poland,2021-07-06,60-69,67.77,61.37
Poland,2021-07-06,70-79,80.54,77.56
Poland,2021-07-06,80+,61.76,59.64
Portugal,2021-01-08,18-24,0.4,0.0
Portugal,2021-01-08,25-49,1.52,0.0
Portugal,2021-01-08,50-59,1.11,0.0
Portugal,2021-01-08,60-69,0.6,0.0
Portugal,2021-01-08,70-79,0.12,0.0
Portugal,2021-01-08,80+,0.6,0.0
Portugal,2021-01-15,18-24,0.58,0.01
Portugal,2021-01-15,25-49,2.0,0.02
Portugal,2021-01-15,50-59,1.67,0.01
Portugal,2021-01-15,60-69,1.0,0.01
Portugal,2021-01-15,70-79,0.49,0.0
Portugal,2021-01-15,80+,2.74,0.0
Portugal,2021-01-22,18-24,1.07,0.16
Portugal,2021-01-22,25-49,3.11,0.67
Portugal,2021-01-22,50-59,3.01,0.44
Portugal,2021-01-22,60-69,1.89,0.23
Portugal,2021-01-22,70-79,1.48,0.01
Portugal,2021-01-22,80+,8.51,0.04
Portugal,2021-01-29,18-24,1.25,0.36
Portugal,2021-01-29,25-49,3.58,1.43
Portugal,2021-01-29,50-59,3.54,1.05
Portugal,2021-01-29,60-69,2.3,0.57
Portugal,2021-01-29,70-79,1.92,0.11
Portugal,2021-01-29,80+,9.6,0.54
Portugal,2021-02-05,18-24,1.38,0.48
Portugal,2021-02-05,25-49,3.88,1.8
Portugal,2021-02-05,50-59,3.81,1.49
Portugal,2021-02-05,60-69,2.49,0.89
Portugal,2021-02-05,70-79,2.09,0.38
Portugal,2021-02-05,80+,10.27,2.11
Portugal,2021-02-12,18-24,1.56,0.87
Portugal,2021-02-12,25-49,4.28,2.71
Portugal,2021-02-12,50-59,4.15,2.57
Portugal,2021-02-12,60-69,2.69,1.63
Portugal,2021-02-12,70-79,2.37,1.19
Portugal,2021-02-12,80+,12.48,6.78
Portugal,2021-02-19,18-24,1.86,1.09
Portugal,2021-02-19,25-49,4.94,3.27
Portugal,2021-02-19,50-59,5.03,3.19
Portugal,2021-02-19,60-69,3.78,2.1
Portugal,2021-02-19,70-79,2.67,1.67
Portugal,2021-02-19,80+,19.68,8.14
Portugal,2021-02-26,18-24,2.02,1.18
Portugal,2021-02-26,25-49,5.28,3.48
Portugal,2021-02-26,50-59,6.89,3.44
Portugal,2021-02-26,60-69,5.94,2.27
Portugal,2021-02-26,70-79,3.23,1.83
Portugal,2021-02-26,80+,34.86,8.91
Portugal,2021-03-05,18-24,2.14,1.31
Portugal,2021-03-05,25-49,5.49,3.78
Portugal,2021-03-05,50-59,8.08,3.73
Portugal,2021-03-05,60-69,7.29,2.47
Portugal,2021-03-05,70-79,4.02,2.1
Portugal,2021-03-05,80+,47.76,10.8
Portugal,2021-03-12,18-24,2.3,1.4
Portugal,2021-03-12,25-49,5.96,3.96
Portugal,2021-03-12,50-59,8.99,3.94
Portugal,2021-03-12,60-69,8.23,2.62
Portugal,2021-03-12,70-79,5.2,2.37
Portugal,2021-03-12,80+,53.7,16.32
Portugal,2021-03-19,18-24,2.33,1.44
Portugal,2021-03-19,25-49,6.09,4.04
Portugal,2021-03-19,50-59,9.17,4.05
Portugal,2021-03-19,60-69,8.53,2.81
Portugal,2021-03-19,70-79,6.79,2.87
Portugal,2021-03-19,80+,61.74,30.73
Portugal,2021-03-26,18-24,2.73,1.46
Portugal,2021-03-26,25-49,7.32,4.08
Portugal,2021-03-26,50-59,10.79,4.09
Portugal,2021-03-26,60-69,9.99,2.91
Portugal,2021-03-26,70-79,11.23,2.98
Portugal,2021-03-26,80+,80.17,33.23
Portugal,2021-04-02,18-24,2.8,1.47
Portugal,2021-04-02,25-49,7.45,4.1
Portugal,2021-04-02,50-59,11.11,4.12
Portugal,2021-04-02,60-69,11.61,3.05
Portugal,2021-04-02,70-79,18.35,3.56
Portugal,2021-04-02,80+,85.61,44.38
Portugal,2021-04-09,18-24,2.89,1.48
Portugal,2021-04-09,25-49,7.7,4.13
Portugal,2021-04-09,50-59,11.71,4.15
Portugal,2021-04-09,60-69,14.89,3.16
Portugal,2021-04-09,70-79,35.12,3.96
Portugal,2021-04-09,80+,90.1,51.16
Portugal,2021-04-16,18-24,3.44,1.49
Portugal,2021-04-16,25-49,10.34,4.15
Portugal,2021-04-16,50-59,15.89,4.17
Portugal,2021-04-16,60-69,20.55,3.23
Portugal,2021-04-16,70-79,54.0,4.24
Portugal,2021-04-16,80+,91.66,58.47
Portugal,2021-04-23,18-24,3.6,1.5
Portugal,2021-04-23,25-49,10.65,4.16
Portugal,2021-04-23,50-59,16.33,4.24
Portugal,2021-04-23,60-69,24.87,3.4
Portugal,2021-04-23,70-79,66.95,5.41
Portugal,2021-04-23,80+,92.9,76.69
Portugal,2021-04-30,18-24,3.93,1.51
Portugal,2021-04-30,25-49,10.96,4.18
Portugal,2021-04-30,50-59,16.97,4.35
Portugal,2021-04-30,60-69,37.33,4.2
Portugal,2021-04-30,70-79,82.74,9.17
Portugal,2021-04-30,80+,93.81,82.57
Portugal,2021-05-07,18-24,4.16,1.6
Portugal,2021-05-07,25-49,11.24,4.4
Portugal,2021-05-07,50-59,17.96,4.76
Portugal,2021-05-07,60-69,58.74,7.02
Portugal,2021-05-07,70-79,90.07,22.95
Portugal,2021-05-07,80+,94.59,87.26
Portugal,2021-05-14,18-24,4.43,2.29
Portugal,2021-05-14,25-49,11.96,7.36
Portugal,2021-05-14,50-59,20.96,9.57
Portugal,2021-05-14,60-69,73.81,11.58
Portugal,2021-05-14,70-79,93.59,28.89
Portugal,2021-05-14,80+,95.18,88.74
Portugal,2021-05-21,18-24,4.69,2.59
Portugal,2021-05-21,25-49,12.91,7.99
Portugal,2021-05-21,50-59,30.71,12.49
Portugal,2021-05-21,60-69,83.29,16.69
Portugal,2021-05-21,70-79,95.69,36.69
Portugal,2021-05-21,80+,95.94,89.97
Portugal,2021-05-28,18-24,4.97,3.0
Portugal,2021-05-28,25-49,13.67,8.52
Portugal,2021-05-28,50-59,42.79,16.68
Portugal,2021-05-28,60-69,87.39,27.15
Portugal,2021-05-28,70-79,97.14,47.04
Portugal,2021-05-28,80+,96.67,90.91
Portugal,2021-06-04,18-24,5.25,3.32
Portugal,2021-06-04,25-49,14.92,9.2
Portugal,2021-06-04,50-59,55.06,21.17
Portugal,2021-06-04,60-69,90.68,41.76
Portugal,2021-06-04,70-79,98.39,51.97
Portugal,2021-06-04,80+,97.21,91.79
Portugal,2021-06-11,18-24,5.59,3.67
Portugal,2021-06-11,25-49,18.73,10.12
Portugal,2021-06-11,50-59,69.42,25.44
Portugal,2021-06-11,60-69,92.75,50.53
Portugal,2021-06-11,70-79,99.38,55.23
Portugal,2021-06-11,80+,97.67,92.5
Portugal,2021-06-18,18-24,5.96,4.23
Portugal,2021-06-18,25-49,26.29,12.61
Portugal,2021-06-18,50-59,75.54,36.49
Portugal,2021-06-18,60-69,94.01,57.16
Portugal,2021-06-18,70-79,100.04,59.47
Portugal,2021-06-18,80+,98.1,93.2
Portugal,2021-06-25,18-24,6.29,4.56
Portugal,2021-06-25,25-49,34.99,14.21
Portugal,2021-06-25,50-59,81.7,46.69
Portugal,2021-06-25,60-69,95.24,61.64
Portugal,2021-06-25,70-79,100.71,66.58
Portugal,2021-06-25,80+,98.66,93.9
Portugal,2021-07-02,18-24,6.48,4.89
Portugal,2021-07-02,25-49,44.68,15.91
Portugal,2021-07-02,50-59,85.58,56.41
Portugal,2021-07-02,60-69,96.2,68.25
Portugal,2021-07-02,70-79,101.29,79.64
Portugal,2021-07-02,80+,99.18,94.68
Romania,2021-05-28,18-24,21.66,15.11
Romania,2021-05-28,25-49,24.52,20.24
Romania,2021-05-28,50-59,31.55,26.68
Romania,2021-05-28,60-69,34.43,30.46
Romania,2021-05-28,70-79,33.25,29.99
Romania,2021-05-28,80+,17.79,15.9
Romania,2021-06-04,18-24,22.43,17.15
Romania,2021-06-04,25-49,25.38,22.44
Romania,2021-06-04,50-59,32.48,29.18
Romania,2021-06-04,60-69,35.18,32.41
Romania,2021-06-04,70-79,33.86,31.47
Romania,2021-06-04,80+,18.12,16.67
Romania,2021-06-11,18-24,23.22,18.91
Romania,2021-06-11,25-49,26.11,23.92
Romania,2021-06-11,50-59,33.27,30.9
Romania,2021-06-11,60-69,35.82,33.8
Romania,2021-06-11,70-79,34.42,32.62
Romania,2021-06-11,80+,18.43,17.29
Romania,2021-06-18,18-24,23.76,20.13
Romania,2021-06-18,25-49,26.61,24.94
Romania,2021-06-18,50-59,33.79,32.05
Romania,2021-06-18,60-69,36.25,34.77
Romania,2021-06-18,70-79,34.79,33.43
Romania,2021-06-18,80+,18.66,17.74
Romania,2021-06-25,18-24,24.21,21.11
Romania,2021-06-25,25-49,27.03,25.72
Romania,2021-06-25,50-59,34.23,32.91
Romania,2021-06-25,60-69,36.61,35.49
Romania,2021-06-25,70-79,35.11,34.01
Romania,2021-06-25,80+,18.84,18.07
Romania,2021-07-02,18-24,24.67,21.84
Romania,2021-07-02,25-49,27.44,26.33
Romania,2021-07-02,50-59,34.64,33.53
Romania,2021-07-02,60-69,36.94,35.99
Romania,2021-07-02,70-79,35.38,34.44
Romania,2021-07-02,80+,19.02,18.31
Slovakia,2021-01-08,18-24,0.35,0.0
Slovakia,2021-01-08,25-49,0.75,0.0
Slovakia,2021-01-08,50-59,1.02,0.0
Slovakia,2021-01-08,60-69,0.63,0.0
Slovakia,2021-01-08,70-79,0.25,0.0
Slovakia,2021-01-08,80+,0.09,0.0
Slovakia,2021-01-15,18-24,0.83,0.0
Slovakia,2021-01-15,25-49,1.58,0.0
Slovakia,2021-01-15,50-59,2.16,0.0
Slovakia,2021-01-15,60-69,1.33,0.0
Slovakia,2021-01-15,70-79,0.51,0.0
Slovakia,2021-01-15,80+,0.19,0.0
Slovakia,2021-01-22,18-24,1.48,0.02
Slovakia,2021-01-22,25-49,2.4,0.07
Slovakia,2021-01-22,50-59,3.29,0.09
Slovakia,2021-01-22,60-69,2.0,0.05
Slovakia,2021-01-22,70-79,0.89,0.02
Slovakia,2021-01-22,80+,0.75,0.0
Slovakia,2021-01-29,18-24,1.95,0.08
Slovakia,2021-01-29,25-49,2.83,0.24
Slovakia,2021-01-29,50-59,3.85,0.32
Slovakia,2021-01-29,60-69,2.53,0.2
Slovakia,2021-01-29,70-79,2.85,0.08
Slovakia,2021-01-29,80+,8.34,0.03
Slovakia,2021-02-05,18-24,2.19,0.35
Slovakia,2021-02-05,25-49,3.03,0.8
Slovakia,2021-02-05,50-59,4.12,1.09
Slovakia,2021-02-05,60-69,2.94,0.67
Slovakia,2021-02-05,70-79,8.25,0.27
Slovakia,2021-02-05,80+,16.04,0.1
Slovakia,2021-02-12,18-24,2.63,0.82
Slovakia,2021-02-12,25-49,3.76,1.56
Slovakia,2021-02-12,50-59,4.9,2.15
Slovakia,2021-02-12,60-69,3.48,1.32
Slovakia,2021-02-12,70-79,11.96,0.52
Slovakia,2021-02-12,80+,21.45,0.22
Slovakia,2021-02-19,18-24,2.91,1.43
Slovakia,2021-02-19,25-49,4.51,2.33
Slovakia,2021-02-19,50-59,5.99,3.19
Slovakia,2021-02-19,60-69,4.28,1.95
Slovakia,2021-02-19,70-79,13.48,0.9
Slovakia,2021-02-19,80+,23.45,0.76
Slovakia,2021-02-26,18-24,3.29,1.91
Slovakia,2021-02-26,25-49,5.49,2.78
Slovakia,2021-02-26,50-59,6.87,3.77
Slovakia,2021-02-26,60-69,4.64,2.47
Slovakia,2021-02-26,70-79,14.65,2.59
Slovakia,2021-02-26,80+,25.18,7.72
Slovakia,2021-03-05,18-24,3.86,2.16
Slovakia,2021-03-05,25-49,6.86,2.98
Slovakia,2021-03-05,50-59,8.53,4.05
Slovakia,2021-03-05,60-69,5.46,2.88
Slovakia,2021-03-05,70-79,15.09,8.01
Slovakia,2021-03-05,80+,25.9,15.44
Slovakia,2021-03-12,18-24,4.02,2.49
Slovakia,2021-03-12,25-49,7.19,3.24
Slovakia,2021-03-12,50-59,9.06,4.43
Slovakia,2021-03-12,60-69,11.04,3.41
Slovakia,2021-03-12,70-79,19.09,11.69
Slovakia,2021-03-12,80+,27.09,20.78
Slovakia,2021-03-19,18-24,4.38,2.69
Slovakia,2021-03-19,25-49,7.7,3.45
Slovakia,2021-03-19,50-59,10.31,5.08
Slovakia,2021-03-19,60-69,16.21,4.19
Slovakia,2021-03-19,70-79,30.53,13.21
Slovakia,2021-03-19,80+,30.29,22.78
Slovakia,2021-03-26,18-24,4.77,2.89
Slovakia,2021-03-26,25-49,8.3,3.65
Slovakia,2021-03-26,50-59,12.63,5.41
Slovakia,2021-03-26,60-69,19.71,4.55
Slovakia,2021-03-26,70-79,42.36,14.38
Slovakia,2021-03-26,80+,36.8,24.51
Slovakia,2021-04-02,18-24,5.07,2.94
Slovakia,2021-04-02,25-49,8.77,3.75
Slovakia,2021-04-02,50-59,15.5,5.58
Slovakia,2021-04-02,60-69,25.02,4.76
Slovakia,2021-04-02,70-79,49.05,14.74
Slovakia,2021-04-02,80+,38.8,25.09
Slovakia,2021-04-09,18-24,5.45,3.01
Slovakia,2021-04-09,25-49,9.57,3.88
Slovakia,2021-04-09,50-59,20.99,5.82
Slovakia,2021-04-09,60-69,30.32,5.21
Slovakia,2021-04-09,70-79,52.34,18.72
Slovakia,2021-04-09,80+,40.19,26.28
Slovakia,2021-04-16,18-24,5.76,3.1
Slovakia,2021-04-16,25-49,11.41,4.03
Slovakia,2021-04-16,50-59,23.94,6.11
Slovakia,2021-04-16,60-69,33.92,5.77
Slovakia,2021-04-16,70-79,54.5,29.63
Slovakia,2021-04-16,80+,41.43,29.32
Slovakia,2021-04-23,18-24,6.08,3.28
Slovakia,2021-04-23,25-49,12.7,4.65
Slovakia,2021-04-23,50-59,25.74,6.99
Slovakia,2021-04-23,60-69,36.72,6.9
Slovakia,2021-04-23,70-79,56.03,40.68
Slovakia,2021-04-23,80+,42.42,35.68
Slovakia,2021-04-30,18-24,6.74,3.41
Slovakia,2021-04-30,25-49,14.32,5.13
Slovakia,2021-04-30,50-59,27.2,7.65
Slovakia,2021-04-30,60-69,41.16,11.64
Slovakia,2021-04-30,70-79,58.13,48.0
Slovakia,2021-04-30,80+,43.63,37.73
Slovakia,2021-05-07,18-24,8.04,3.62
Slovakia,2021-05-07,25-49,16.45,6.02
Slovakia,2021-05-07,50-59,30.69,8.62
Slovakia,2021-05-07,60-69,46.12,16.84
Slovakia,2021-05-07,70-79,60.22,51.62
Slovakia,2021-05-07,80+,45.02,39.16
Slovakia,2021-05-14,18-24,9.31,4.14
Slovakia,2021-05-14,25-49,19.43,7.4
Slovakia,2021-05-14,50-59,36.44,10.36
Slovakia,2021-05-14,60-69,51.17,20.87
Slovakia,2021-05-14,70-79,61.81,53.77
Slovakia,2021-05-14,80+,46.16,40.41
Slovakia,2021-05-21,18-24,12.08,4.45
Slovakia,2021-05-21,25-49,24.23,8.1
Slovakia,2021-05-21,50-59,39.66,11.32
Slovakia,2021-05-21,60-69,53.66,28.61
Slovakia,2021-05-21,70-79,63.38,55.46
Slovakia,2021-05-21,80+,47.21,41.44
Slovakia,2021-05-28,18-24,15.16,5.07
Slovakia,2021-05-28,25-49,28.8,9.03
Slovakia,2021-05-28,50-59,42.39,12.79
Slovakia,2021-05-28,60-69,55.27,36.83
Slovakia,2021-05-28,70-79,64.46,57.55
Slovakia,2021-05-28,80+,47.96,42.65
Slovakia,2021-06-04,18-24,19.2,6.37
Slovakia,2021-06-04,25-49,31.71,10.78
Slovakia,2021-06-04,50-59,43.74,17.63
Slovakia,2021-06-04,60-69,56.33,44.29
Slovakia,2021-06-04,70-79,65.27,59.62
Slovakia,2021-06-04,80+,48.6,43.95
Slovakia,2021-06-11,18-24,22.07,7.85
Slovakia,2021-06-11,25-49,33.39,13.8
Slovakia,2021-06-11,50-59,44.93,25.61
Slovakia,2021-06-11,60-69,57.15,49.95
Slovakia,2021-06-11,70-79,65.95,61.18
Slovakia,2021-06-11,80+,49.18,45.03
Slovakia,2021-06-18,18-24,25.04,10.23
Slovakia,2021-06-18,25-49,34.67,18.42
Slovakia,2021-06-18,50-59,45.93,33.43
Slovakia,2021-06-18,60-69,58.01,52.65
Slovakia,2021-06-18,70-79,66.59,62.69
Slovakia,2021-06-18,80+,49.66,46.06
Slovakia,2021-06-25,18-24,27.1,13.4
Slovakia,2021-06-25,25-49,35.8,24.25
Slovakia,2021-06-25,50-59,46.73,38.73
Slovakia,2021-06-25,60-69,58.72,54.37
Slovakia,2021-06-25,70-79,67.13,63.79
Slovakia,2021-06-25,80+,50.15,46.79
Slovakia,2021-07-02,18-24,30.47,17.43
Slovakia,2021-07-02,25-49,37.49,29.0
Slovakia,2021-07-02,50-59,48.12,42.55
Slovakia,2021-07-02,60-69,59.66,55.87
Slovakia,2021-07-02,70-79,67.83,64.96
Slovakia,2021-07-02,80+,50.65,47.69
Slovakia,2021-07-06,18-24,31.08,17.88
Slovakia,2021-07-06,25-49,37.72,29.59
Slovakia,2021-07-06,50-59,48.3,42.95
Slovakia,2021-07-06,60-69,59.76,56.09
Slovakia,2021-07-06,70-79,67.9,65.12
Slovakia,2021-07-06,80+,50.69,47.79
Slovenia,2021-01-01,18-24,0.01,0.0
Slovenia,2021-01-01,25-49,0.07,0.0
Slovenia,2021-01-01,50-59,0.17,0.0
Slovenia,2021-01-01,60-69,0.2,0.0
Slovenia,2021-01-01,70-79,0.57,0.0
Slovenia,2021-01-01,80+,3.13,0.0
Slovenia,2021-01-08,18-24,0.44,0.0
Slovenia,2021-01-08,25-49,1.64,0.0
Slovenia,2021-01-08,50-59,2.32,0.0
Slovenia,2021-01-08,60-69,1.16,0.0
Slovenia,2021-01-08,70-79,1.25,0.0
Slovenia,2021-01-08,80+,4.75,0.0
Slovenia,2021-01-15,18-24,0.67,0.0
Slovenia,2021-01-15,25-49,2.07,0.01
Slovenia,2021-01-15,50-59,2.87,0.01
Slovenia,2021-01-15,60-69,1.48,0.01
Slovenia,2021-01-15,70-79,1.89,0.0
Slovenia,2021-01-15,80+,15.1,0.0
Slovenia,2021-01-22,18-24,0.75,0.07
Slovenia,2021-01-22,25-49,2.24,0.35
Slovenia,2021-01-22,50-59,3.09,0.62
Slovenia,2021-01-22,60-69,1.56,0.39
Slovenia,2021-01-22,70-79,2.03,0.7
Slovenia,2021-01-22,80+,16.86,3.41
Slovenia,2021-01-29,18-24,0.81,0.38
Slovenia,2021-01-29,25-49,2.32,1.49
Slovenia,2021-01-29,50-59,3.18,2.14
Slovenia,2021-01-29,60-69,1.6,1.06
Slovenia,2021-01-29,70-79,2.08,1.1
Slovenia,2021-01-29,80+,17.18,3.94
Slovenia,2021-02-05,18-24,0.84,0.6
Slovenia,2021-02-05,25-49,2.36,1.94
Slovenia,2021-02-05,50-59,3.21,2.71
Slovenia,2021-02-05,60-69,1.61,1.38
Slovenia,2021-02-05,70-79,2.1,1.68
Slovenia,2021-02-05,80+,17.81,13.78
Slovenia,2021-02-12,18-24,1.32,0.69
Slovenia,2021-02-12,25-49,2.63,2.13
Slovenia,2021-02-12,50-59,3.5,2.93
Slovenia,2021-02-12,60-69,1.75,1.47
Slovenia,2021-02-12,70-79,2.42,1.83
Slovenia,2021-02-12,80+,29.14,15.44
Slovenia,2021-02-19,18-24,1.73,0.76
Slovenia,2021-02-19,25-49,2.84,2.22
Slovenia,2021-02-19,50-59,3.86,3.04
Slovenia,2021-02-19,60-69,2.17,1.51
Slovenia,2021-02-19,70-79,4.44,1.88
Slovenia,2021-02-19,80+,42.29,16.1
Slovenia,2021-02-26,18-24,1.85,0.79
Slovenia,2021-02-26,25-49,3.06,2.27
Slovenia,2021-02-26,50-59,4.56,3.09
Slovenia,2021-02-26,60-69,3.28,1.54
Slovenia,2021-02-26,70-79,11.48,1.91
Slovenia,2021-02-26,80+,49.53,16.35
Slovenia,2021-03-05,18-24,2.06,0.86
Slovenia,2021-03-05,25-49,3.35,2.39
Slovenia,2021-03-05,50-59,5.66,3.23
Slovenia,2021-03-05,60-69,4.94,1.59
Slovenia,2021-03-05,70-79,16.83,2.11
Slovenia,2021-03-05,80+,51.85,25.05
Slovenia,2021-03-12,18-24,2.32,0.9
Slovenia,2021-03-12,25-49,4.57,2.46
Slovenia,2021-03-12,50-59,8.55,3.32
Slovenia,2021-03-12,60-69,8.18,1.66
Slovenia,2021-03-12,70-79,18.26,4.0
Slovenia,2021-03-12,80+,53.11,39.59
Slovenia,2021-03-19,18-24,2.35,0.91
Slovenia,2021-03-19,25-49,4.77,2.48
Slovenia,2021-03-19,50-59,8.95,3.35
Slovenia,2021-03-19,60-69,8.45,1.7
Slovenia,2021-03-19,70-79,21.5,10.44
Slovenia,2021-03-19,80+,54.52,46.64
Slovenia,2021-03-26,18-24,2.74,0.93
Slovenia,2021-03-26,25-49,5.98,2.51
Slovenia,2021-03-26,50-59,11.34,3.38
Slovenia,2021-03-26,60-69,10.97,1.79
Slovenia,2021-03-26,70-79,32.93,13.71
Slovenia,2021-03-26,80+,56.61,48.36
Slovenia,2021-04-02,18-24,2.89,0.94
Slovenia,2021-04-02,25-49,6.74,2.52
Slovenia,2021-04-02,50-59,12.63,3.4
Slovenia,2021-04-02,60-69,15.15,1.83
Slovenia,2021-04-02,70-79,50.21,16.28
Slovenia,2021-04-02,80+,57.87,49.79
Slovenia,2021-04-09,18-24,2.94,0.95
Slovenia,2021-04-09,25-49,6.84,2.53
Slovenia,2021-04-09,50-59,12.99,3.43
Slovenia,2021-04-09,60-69,28.67,1.88
Slovenia,2021-04-09,70-79,56.85,17.22
Slovenia,2021-04-09,80+,58.83,50.58
Slovenia,2021-04-16,18-24,3.02,0.96
Slovenia,2021-04-16,25-49,7.03,2.56
Slovenia,2021-04-16,50-59,13.57,3.48
Slovenia,2021-04-16,60-69,37.21,2.22
Slovenia,2021-04-16,70-79,60.32,28.62
Slovenia,2021-04-16,80+,59.61,52.99
Slovenia,2021-04-23,18-24,5.79,1.0
Slovenia,2021-04-23,25-49,7.97,2.6
Slovenia,2021-04-23,50-59,16.56,3.61
Slovenia,2021-04-23,60-69,41.93,3.96
Slovenia,2021-04-23,70-79,62.3,41.71
Slovenia,2021-04-23,80+,60.33,54.04
Slovenia,2021-04-30,18-24,6.0,1.2
Slovenia,2021-04-30,25-49,8.26,2.69
Slovenia,2021-04-30,50-59,17.98,3.86
Slovenia,2021-04-30,60-69,45.11,11.99
Slovenia,2021-04-30,70-79,63.58,50.6
Slovenia,2021-04-30,80+,60.92,54.87
Slovenia,2021-05-07,18-24,6.36,1.53
Slovenia,2021-05-07,25-49,9.5,3.1
Slovenia,2021-05-07,50-59,28.92,4.55
Slovenia,2021-05-07,60-69,49.07,19.87
Slovenia,2021-05-07,70-79,65.61,56.89
Slovenia,2021-05-07,80+,61.94,55.79
Slovenia,2021-05-14,18-24,7.92,2.37
Slovenia,2021-05-14,25-49,14.13,4.37
Slovenia,2021-05-14,50-59,35.81,5.82
Slovenia,2021-05-14,60-69,52.38,25.37
Slovenia,2021-05-14,70-79,67.5,59.3
Slovenia,2021-05-14,80+,63.11,56.61
Slovenia,2021-05-21,18-24,12.03,3.14
Slovenia,2021-05-21,25-49,19.87,5.86
Slovenia,2021-05-21,50-59,40.11,9.2
Slovenia,2021-05-21,60-69,54.96,32.15
Slovenia,2021-05-21,70-79,69.21,61.29
Slovenia,2021-05-21,80+,64.21,57.53
Slovenia,2021-05-28,18-24,13.52,3.88
Slovenia,2021-05-28,25-49,21.62,7.33
Slovenia,2021-05-28,50-59,43.0,20.45
Slovenia,2021-05-28,60-69,57.09,38.38
Slovenia,2021-05-28,70-79,70.59,63.63
Slovenia,2021-05-28,80+,65.25,58.48
Slovenia,2021-06-04,18-24,18.22,5.86
Slovenia,2021-06-04,25-49,26.26,11.03
Slovenia,2021-06-04,50-59,46.67,29.33
Slovenia,2021-06-04,60-69,59.0,45.0
Slovenia,2021-06-04,70-79,71.78,65.46
Slovenia,2021-06-04,80+,66.28,59.43
Slovenia,2021-06-11,18-24,22.99,8.56
Slovenia,2021-06-11,25-49,30.21,15.57
Slovenia,2021-06-11,50-59,48.78,34.47
Slovenia,2021-06-11,60-69,60.27,49.35
Slovenia,2021-06-11,70-79,72.67,66.75
Slovenia,2021-06-11,80+,67.09,60.05
Slovenia,2021-06-18,18-24,25.98,11.2
Slovenia,2021-06-18,25-49,32.09,18.59
Slovenia,2021-06-18,50-59,49.98,37.58
Slovenia,2021-06-18,60-69,61.19,52.06
Slovenia,2021-06-18,70-79,73.38,67.7
Slovenia,2021-06-18,80+,67.65,60.64
Slovenia,2021-06-25,18-24,27.33,14.57
Slovenia,2021-06-25,25-49,32.92,21.88
Slovenia,2021-06-25,50-59,50.72,41.41
Slovenia,2021-06-25,60-69,61.81,54.73
Slovenia,2021-06-25,70-79,73.86,68.93
Slovenia,2021-06-25,80+,67.98,61.22
Slovenia,2021-07-02,18-24,28.6,19.23
Slovenia,2021-07-02,25-49,33.7,25.7
Slovenia,2021-07-02,50-59,51.44,44.16
Slovenia,2021-07-02,60-69,62.46,56.96
Slovenia,2021-07-02,70-79,74.36,69.81
Slovenia,2021-07-02,80+,68.35,61.85
Spain,2021-01-08,18-24,0.29,0.0
Spain,2021-01-08,25-49,0.81,0.0
Spain,2021-01-08,50-59,1.03,0.0
Spain,2021-01-08,60-69,0.81,0.0
Spain,2021-01-08,70-79,0.71,0.0
Spain,2021-01-08,80+,4.67,0.0
Spain,2021-01-15,18-24,0.74,0.0
Spain,2021-01-15,25-49,2.17,0.0
Spain,2021-01-15,50-59,2.71,0.0
Spain,2021-01-15,60-69,2.05,0.0
Spain,2021-01-15,70-79,1.08,0.01
